analysis_family,scope,dataset,model_scope,method,estimand_scope,scenario,severity,metric,estimate,ci_low_95,ci_high_95,n_dataset_strata,n_seed_clusters,bootstrap_replicates,replicate_unit
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,dconf,0.11819968247460537,0.1168936212851899,0.11950574366402082,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,ece,0.03362306506374941,0.03272740897104399,0.03459765651849042,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,ece,0.03607328116173858,0.035066396185111905,0.03716203387662284,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,ece,0.02312212691869196,0.022098727722862883,0.024802168259527323,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,ece,0.04167378711081769,0.039605892141113,0.04404969018848982,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,flip,0.06137702111749175,0.06035617569320854,0.06240536808883865,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,flip,0.03182965945540156,0.0295775609090288,0.03408175800177432,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,flip,0.0128428192273665,0.01266588027130632,0.01299026835741664,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,flip,0.1394585846697072,0.1374871266735324,0.14143004266588197,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,mean_conf,0.8219101170905247,0.8208907847923297,0.8229627612527806,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,mean_conf,0.8233015411760369,0.8215342261837921,0.8254390154323967,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,mean_conf,0.9042599053812166,0.9032304034245986,0.9052894073378347,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,mean_conf,0.738168904714321,0.736020849848978,0.7403169595796639,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,stable_frac,0.9359999999999999,0.9286666666666666,0.944,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,stable_frac,0.962,0.951,0.9730000000000001,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,stable_frac,0.991,0.985,0.9960000000000001,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.3,stable_frac,0.8550000000000001,0.8389999999999999,0.875,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,acc,0.8246216128840556,0.8232336159811026,0.8261991538490988,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,acc,0.8416706476489457,0.8385859550945198,0.8448235856138675,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,acc,0.8949277499262754,0.8940578000589797,0.8957387201415512,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,acc,0.7372664410769457,0.7348388995144918,0.7407238487568044,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,dconf,0.06994199940852776,0.06945066821337433,0.07047277625504453,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,dconf,0.03414436563179914,0.03336592785215216,0.035014610837324336,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,dconf,0.02942018335176718,0.029008807302446638,0.029744917095288183,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,dconf,0.14626144924201695,0.14516606202288998,0.1475605823283106,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,ece,0.03230476404458917,0.03108914510407643,0.03350817709383934,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,ece,0.03642990927271742,0.03485264709681768,0.03795019008159724,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,ece,0.0225362979858433,0.0214944438154798,0.023817287058618842,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,ece,0.03794808487520678,0.03488903294059932,0.04108245314462712,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,flip,0.07807530865790811,0.07686542156396922,0.07945216439445071,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,flip,0.041602402238449424,0.03910462021429056,0.044100184262608276,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,flip,0.01747272191094068,0.01723680330286048,0.017811854910055998,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,flip,0.17515080182433423,0.1727085478887744,0.17841694865381783,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,mean_conf,0.8179092835260913,0.816742305762029,0.8191253510347236,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,mean_conf,0.8201988284413868,0.8183546825051694,0.8222500013806776,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,mean_conf,0.9082607555320896,0.9071408546897259,0.9094653813327097,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,mean_conf,0.7252682666047973,0.7226439851189931,0.7282026824573301,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,stable_frac,0.9196666666666667,0.9116666666666665,0.927,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,stable_frac,0.9440000000000002,0.924,0.9629999999999999,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,stable_frac,0.986,0.982,0.99,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.4,stable_frac,0.829,0.8160000000000001,0.8400000000000001,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,acc,0.8135557866250105,0.812098855707981,0.8151611171347373,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,acc,0.8362383129734525,0.8331263222548284,0.8394049000204736,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,acc,0.8936154526688294,0.8923179003243881,0.8949277499262754,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,acc,0.7108135942327497,0.7084154774165073,0.7141533029277622,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,dconf,0.08288567381145012,0.08201691444897738,0.08377164926841875,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,dconf,0.04118528637078358,0.04017332598794426,0.04233768712066181,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,dconf,0.035003356560554325,0.03450437086963556,0.03550234225147308,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,dconf,0.17246837850301247,0.17008581958899172,0.17485093741703314,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,ece,0.033249590508575365,0.03153581923695258,0.03495732355046373,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,ece,0.03957511555273568,0.03726792604964622,0.04187570745723932,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,ece,0.02462674749587864,0.023604965151921918,0.02567595365758678,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,ece,0.03554690847711176,0.031288402610364495,0.039873370383852594,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,flip,0.09469984324013568,0.09280739695224689,0.09662565360988162,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,flip,0.05093837439432192,0.047184876817034004,0.055415273322868976,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,flip,0.01975818342671774,0.01896195812444702,0.02042170451194334,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,flip,0.21340297189936736,0.20922465793732523,0.21712520229513022,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,mean_conf,0.813460329045346,0.8119228063682122,0.8151117030260453,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,mean_conf,0.8172176781498998,0.8149783883517093,0.8194569679480901,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,mean_conf,0.9120732951432211,0.911203053467389,0.9130359296350179,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,mean_conf,0.7110900138429168,0.707383075301945,0.7151363502389905,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,stable_frac,0.9063333333333333,0.8963333333333333,0.9163333333333332,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,stable_frac,0.938,0.924,0.9530000000000001,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,stable_frac,0.9869999999999999,0.9809999999999999,0.992,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,missing,0.5,stable_frac,0.794,0.77,0.818,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,acc,0.8428601091181819,0.8414695808190074,0.8444601930265166,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,acc,0.8567255852043949,0.8556882549648537,0.8585682112877908,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,acc,0.8997788263049248,0.8988056620465938,0.9007519905632556,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,acc,0.7720759158452258,0.7682065617184052,0.7764896277769605,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,dconf,0.04523471917999038,0.04475614343211789,0.045672198682139606,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,dconf,0.00916123176831884,0.00876612846336058,0.00970758806119398,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,dconf,0.012694922435551221,0.011989015798856941,0.01334098314774818,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,dconf,0.11384800333610108,0.11265760757784207,0.11487703080634389,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,ece,0.03787245905056894,0.03659569041554876,0.03894915088247134,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,ece,0.03263305390838112,0.030850661196120975,0.03441544662064126,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,ece,0.03541340304498129,0.03396947687081022,0.036796761940502576,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,ece,0.0455709201983444,0.04257806119271028,0.04769798506044004,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,flip,0.04646930240775094,0.045362586301652186,0.047410681821670984,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,flip,0.00894014877499482,0.00833958916262874,0.00945881389476554,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,flip,0.0059569448540253,0.0055440872898849195,0.006487761722205799,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,flip,0.1245108135942327,0.12118581727232595,0.12727673973811973,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,mean_conf,0.8203898736648396,0.8193828382116631,0.8214912016309731,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,mean_conf,0.8304435225886715,0.8286063080043482,0.8326105915048266,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,mean_conf,0.8880024338433147,0.8868308091974646,0.8895883182103219,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,mean_conf,0.7427236645625327,0.740766921416003,0.7448595396315446,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,stable_frac,0.9556666666666667,0.9496666666666668,0.9613333333333333,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,stable_frac,0.99,0.982,0.9949999999999999,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,stable_frac,0.9949999999999999,0.992,0.998,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.1,stable_frac,0.882,0.866,0.897,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,acc,0.8271021209700208,0.8248537438197746,0.8293809699680641,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,acc,0.8499419914010783,0.8475670511158124,0.852494369753634,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,acc,0.8989088764376291,0.8977882630492481,0.8999115305219698,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,acc,0.7324554950713551,0.7260409003972341,0.738531705164043,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,dconf,0.07220561007051372,0.07119688332509536,0.07325348501154201,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,dconf,0.024041626476409016,0.023332223654678,0.025223345923325778,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,dconf,0.03241029732058612,0.03151523447838778,0.03330536016278446,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,dconf,0.160164906414546,0.15737127919561816,0.16310430312365348,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,ece,0.04449935457308757,0.042829760779167635,0.04616801606323555,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,ece,0.03190414184747522,0.02960261575520774,0.0342056679397427,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,ece,0.041668873196006345,0.0391196353450229,0.0439575041566837,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,ece,0.05992504867578112,0.0564580061492434,0.06364939098595093,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,flip,0.07634439540049605,0.07391459316640582,0.07892932784728461,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,flip,0.0259605541527332,0.02434689142155186,0.027571145840442218,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,flip,0.01231200235918604,0.011560011795930341,0.013034503096431699,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,flip,0.1907606296895689,0.18362512873326464,0.1982639399735177,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,mean_conf,0.8076186138156425,0.8063535848835052,0.8089524038405708,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,mean_conf,0.8275485276084918,0.825917684024463,0.8296787335237639,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,mean_conf,0.8729231927416615,0.8709515372207427,0.8749490839823377,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,mean_conf,0.7223841210967742,0.7197785998720555,0.7250205213136387,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,stable_frac,0.923,0.916,0.9293333333333331,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,stable_frac,0.969,0.9579999999999999,0.9789999999999999,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,stable_frac,0.9890000000000001,0.983,0.9960000000000001,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.25,stable_frac,0.8109999999999999,0.7949999999999999,0.825,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,acc,0.8020308862302862,0.7996323021888037,0.8042144076943378,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,acc,0.8223844946427352,0.8186446461475466,0.8253463454582679,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,acc,0.8976260690061929,0.8969183131819524,0.8985255086994985,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,acc,0.6860820950419303,0.680167721053406,0.6919229071649257,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,dconf,0.10733523849408648,0.10572960114051796,0.10915044684736797,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,dconf,0.06299663932750128,0.060193267398906306,0.06704959467960596,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,dconf,0.05685751542695376,0.055869674658504176,0.05816298679073193,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,dconf,0.20215156072780438,0.19860253286048787,0.20570058859512094,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,ece,0.05691795532552895,0.05477685229810974,0.059015786765667544,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,ece,0.030085525067829362,0.02587498851980552,0.03406467006979318,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,ece,0.051127340666579826,0.047957755822441585,0.05359657589776878,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,ece,0.08954100024217765,0.0853403597991996,0.09374164068515568,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,flip,0.11876677806267617,0.11573069269257114,0.12205884217373422,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,flip,0.07748583907732201,0.07249027502900426,0.08294547191701353,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,flip,0.02014155116484808,0.01922736655853726,0.02089354172810376,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,flip,0.25867294394585844,0.2512873326467559,0.2671325584816831,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,mean_conf,0.7939612378719066,0.7927461816827398,0.7952126131417622,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,mean_conf,0.817553596828654,0.816059419223356,0.8197585850667831,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,mean_conf,0.8526934722056,0.8503005537766871,0.8547594421457354,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,mean_conf,0.7116366445814658,0.7095455491295691,0.7137277400333625,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,stable_frac,0.8896666666666667,0.882,0.8976666666666665,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,stable_frac,0.924,0.9120000000000001,0.9359999999999999,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,stable_frac,0.984,0.982,0.985,1,5,10000,seed_cluster
predictive,per_dataset,electricity,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.5,stable_frac,0.761,0.741,0.781,1,5,10000,seed_cluster
predictive,fixed_dataset_macro,all_fixed_strata,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.75,acc,0.7736460832635194,0.7704167132254472,0.7767257942483202,3,15,10000,seed_cluster_within_fixed_dataset_stratum
predictive,per_dataset,adult,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.75,acc,0.7792260970449736,0.7726335903910462,0.7850406060192452,1,5,10000,seed_cluster
predictive,per_dataset,bank-marketing,rf,not_applicable,predictive performance/calibration; method rows deduplicated,noise,0.75,acc,0.8945001474491301,0.8937776467118844,0.8952226481863758,1,5,10000,seed_cluster
