record_type,scope,analysis_family,dataset,model,scenario,seed,method,method_estimand,endpoint,expected_direction,n_levels,spearman_rho,monotone_non_decreasing,violation_count,min_step,monotone_fraction,n_blocks
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0010235331638399625,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0007199346356184799,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,gradual,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0017970001758790266,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.007609709144176691,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.028360043454505823,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.023538363987270272,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.06742668986309941,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,gradual,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.001238192563133067,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,8.223018387065739e-05,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0007609658328643354,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0005352152514666031,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0009651597503678166,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,gradual,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00040555737487890653,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.01010920350989064,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.022612610850329617,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.022236316571483172,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03160840075928517,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,gradual,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.01978587776560692,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.06223919682584822,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.08369441794421151,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.03810210277997561,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.045393354632216276,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.06252244988329725,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9746794344808963,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.004057239646336752,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.011948587445996028,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008111363697307805,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0037948565479998253,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.00013566836528355886,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0045622568770303795,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00645066761980817,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014061431069324004,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.01843591693833957,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0217452415182946,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0019301174734948079,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0024741357728371716,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008213764336579832,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0010452687892520407,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.002669116172666186,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0160906730140028,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.011900217477009534,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.03898024709771808,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.03806840233605013,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.49999999999999994,0.0,1,-0.04386578546546005,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,,1.0,0,0.0,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.006822428173197226,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014855787330895875,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.020441479051390377,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.021126072417654962,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,mean_shift,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.012056393243817354,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.013371665425621404,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.007983800572677224,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.016181402780734766,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.003943130571869791,1.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008134783337849227,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.009803007398230812,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.004969374437152618,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.00016329148241100988,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0007741211773346635,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.001773034025486564,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.03842271437356315,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.012288705301553127,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.006355839482202752,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.014763842166239383,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0029981934974189217,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0011338993847888057,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.03878584890092518,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.008545937514332747,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0010592210311511918,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0014186563856259937,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0005730914491722805,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.05805424841692297,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008110893427454191,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.004472551155758064,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0005158747786689899,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0016526430790286817,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.052075616473476805,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.008640614339334607,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0060713388415818415,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-0.005740043974714393,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.008201894610827654,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.001620825865879194,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.003466446009243618,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0014562536097162404,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,hgb,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.004468527112803655,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.00612856983941501,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.0034160850863543812,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.012176879066054247,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.004015674860881613,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,logreg,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.49999999999999994,0.0,2,-0.0015867575704954229,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.006493364906066779,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0008565927630848069,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.003985320897261002,1.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.006076446071607511,0.0,1
block,dataset_model_seed_scenario,explanation,electricity,rf,missing,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.0009183893001966092,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7999999999999999,0.0,2,-0.007076155978334553,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.6,0.0,2,-0.08628937160221173,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.054237166201470344,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.009332474512447675,0.0,1
block,dataset_model_seed_scenario,explanation,adult,hgb,noise,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.00026187881429584614,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.015156151010542795,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,3.764859919730412e-05,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008760000898203613,1.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.003584503444550191,0.0,1
block,dataset_model_seed_scenario,explanation,adult,logreg,noise,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.0072311902439160525,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,noise,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.007326695411194906,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,noise,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.09157751730717678,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,noise,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.6,0.0,2,-0.004500226003119501,0.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,noise,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.005702076095433495,1.0,1
block,dataset_model_seed_scenario,explanation,adult,rf,noise,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0020884187814331767,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,noise,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.002561658760380503,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,noise,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.007490960446831618,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,noise,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0022681876824860447,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,noise,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.6,0.0,2,-0.005430494394366603,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,hgb,noise,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0002406537642499762,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,noise,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,5.268901882160559e-05,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,noise,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.00024981724016803764,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,noise,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0011180959369312404,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,noise,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.8999999999999998,0.0,1,-0.0005785351693318175,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,logreg,noise,4.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,7.042242138355359e-05,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,noise,0.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.7,0.0,1,-0.003391652558520364,0.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,noise,1.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0016323385537454493,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,noise,2.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.9999999999999999,1.0,0,0.0008088457498516277,1.0,1
block,dataset_model_seed_scenario,explanation,bank-marketing,rf,noise,3.0,pi,global_grouped_predictive_importance,cosine_instability,nondecreasing_with_severity,5,0.6,0.0,2,-0.006570579515654984,0.0,1
